"","V1"
"41512",7
"41532",8
"41543",4
"41566",8
"41567",8
"41577",5
"41582",8
"41624",5
"41656",0
"41667",0
"41735",8
"41755",7
"41767",3
"41776",6
"41805",5
"41814",7
"41820",2
"41827",8
"41832",6
"41835",6
"41844",6
"41864",3
"41896",2
"41898",4
"41945",7
"41969",6
"41976",7
"41978",7
"41982",6
"41988",1
"42018",1
"42026",3
"42038",2
"42049",0
"42055",0
"42093",2
"42136",8
"42174",6
"42179",5
"42191",6
"42193",7
"42202",8
"42214",2
"42246",2
"42254",4
"42265",6
"42290",4
"42313",7
"42335",8
"42336",0
"42350",7
"42355",4
"42360",3
"42369",0
"42385",0
"42389",2
"42394",6
"42409",8
"42442",2
"42443",0
"42445",1
"42470",7
"42490",8
"42505",6
"42546",0
"42548",0
"42557",5
"42561",1
"42580",0
"42583",0
"42584",0
"42605",5
"42617",1
"42634",4
"42642",8
"42650",0
"42653",6
"42669",1
"42677",6
"42700",2
"42738",0
"42740",4
"42751",4
"42798",4
"42830",1
"42833",5
"42844",3
"42849",3
"42869",7
"42870",1
"42884",4
"42888",7
"42901",4
"42904",7
"42955",1
"42959",0
"42979",0
"42992",7
"42994",8
"43015",6
"43023",4
"43040",5
"43139",5
"43168",3
"43179",3
"43188",4
"43197",1
"43240",4
"43262",8
"43272",1
"43276",2
"43296",0
"43327",4
"43332",0
"43334",6
"43342",0
"43353",7
"43429",7
"43430",2
"43456",3
"43458",2
"43481",0
"43516",4
"43530",6
"43533",8
"43538",3
"43551",7
"43561",0
"43574",2
"43587",0
"43592",4
"43612",1
"43683",7
"43685",6
"43690",8
"43734",1
"43754",0
"43758",4
"43787",1
"43793",5
"43797",2
"43845",4
"43858",6
"43878",3
"43884",6
"43929",5
"43939",2
"43947",2
"43959",6
"43981",4
"44001",7
"44024",5
"44069",7
"44074",8
"44075",0
"44076",2
"44084",6
"44094",2
"44099",3
"44137",0
"44150",3
"44196",6
"44210",5
"44219",1
"44228",1
"44235",1
"44241",6
"44252",2
"44255",0
"44266",4
"44276",0
"44287",2
"44322",5
"44331",4
"44343",3
"44374",5
"44377",6
"44380",1
"44387",8
"44485",3
"44520",0
"44546",0
"44564",5
"44567",4
"44587",6
"44626",4
"44641",4
"44669",1
"44681",5
"44688",6
"44693",4
"44707",5
"44712",4
"44730",6
"44815",5
"44829",3
"44848",7
"44878",4
"44900",6
"44924",8
"44948",8
"44949",4
"44968",4
"44978",5
"45010",4
"45025",7
"45078",3
"45085",4
"45094",0
"45100",0
"45127",1
"45145",0
"45171",6
"45227",3
"45237",3
"45246",3
"45251",6
"45257",5
"45304",8
"45322",5
"45341",4
"45345",1
"45368",2
"45379",2
"45387",3
"45440",6
"45450",6
"45455",6
"45456",6
"45458",5
"45468",1
"45496",5
"45503",3
"45505",4
"45520",8
"45547",6
"45553",7
"45598",7
"45627",8
"45644",6
"45664",4
"45690",4
"45772",8
"45778",3
"45782",8
"45790",0
"45805",6
"45821",1
"45823",4
"45828",3
"45841",1
"45855",3
"45873",7
"45883",3
"45907",1
"45910",3
"45924",3
"45946",6
"45983",8
"45998",8
"46009",1
"46010",4
"46034",8
"46083",1
"46097",4
"46101",3
"46106",0
"46110",0
"46116",7
"46123",7
"46124",8
"46155",6
"46158",4
"46178",6
"46186",0
"46195",6
"46204",0
"46211",1
"46221",4
"46236",2
"46240",1
"46279",3
"46307",4
"46322",6
"46342",3
"46377",2
"46379",8
"46389",2
"46446",0
"46450",5
"46454",6
"46463",4
"46468",0
"46473",4
"46514",8
"46516",1
"46517",3
"46529",8
"46532",1
"46552",4
"46575",5
"46600",0
"46628",7
"46636",7
"46673",1
"46703",2
"46719",7
"46748",4
"46754",1
"46795",5
"46815",0
"46868",2
"46916",1
"46918",5
"46940",5
"46949",4
"46957",4
"46975",3
"47002",2
"47038",2
"47062",6
"47089",0
"47114",3
"47156",3
"47229",7
"47234",8
"47301",5
"47312",1
"47456",0
"47464",5
"47465",5
"47497",3
"47537",7
"47554",7
"47590",0
"47599",8
"47614",5
"47616",5
"47619",4
"47639",4
"47667",3
"47671",0
"47672",6
"47678",8
"47680",7
"47685",1
"47687",4
"47739",5
"47740",6
"47758",8
"47778",2
"47804",0
"47808",8
"47818",3
"47868",2
"47891",0
"47910",8
"47939",0
"47940",5
"47949",5
"47972",4
"48065",8
"48068",5
"48074",0
"48094",5
"48112",5
"48140",7
"48158",6
"48182",5
"48189",7
"48223",5
"48263",4
"48266",4
"48272",0
"48277",0
"48282",8
"48283",1
"48292",4
"48295",1
"48307",5
"48309",4
"48314",1
"48336",4
"48339",2
"48359",0
"48364",0
"48367",4
"48421",5
"48466",7
"48475",1
"48495",7
"48502",1
"48551",6
"48578",2
"48580",5
"48615",4
"48683",0
"48688",8
"48723",6
"48742",7
"48776",7
"48799",8
"48818",5
"48820",2
"48825",0
"48837",3
"48840",2
"48855",7
"48863",0
"48888",8
"48900",4
"48913",7
"48922",3
"48924",1
"48938",3
"48964",0
"48989",3
"49004",0
"49032",2
"49038",2
"49057",5
"49083",4
"49097",8
"49146",5
"49164",7
"49175",4
"49189",1
"49214",4
"49219",0
"49222",4
"49236",7
"49239",7
"49287",4
"49292",4
"49302",8
"49307",6
"49336",3
"49345",6
"49354",6
"49358",3
"49394",4
"49395",2
"49414",0
"49417",7
"49440",7
"49457",3
"49462",8
"49505",2
"49534",1
"49535",7
"49537",3
"49539",3
"49542",3
"49613",6
"49631",2
"49637",8
"49660",6
"49683",4
"49686",0
"49705",1
"49707",5
"49708",0
"49711",3
"49726",5
"49728",6
"49793",1
"49799",8
"49807",8
"49811",8
"49814",6
"49821",6
"49829",3
"49830",1
"49840",0
"49844",5
"49853",8
"49866",6
"49888",6
"49942",1
"49955",8
"49966",2
"50029",7
"50032",0
"50033",8
"50134",4
"50182",6
"50202",6
"50208",3
"50225",8
"50232",6
"50295",8
"50299",2
"50310",1
"50323",3
"50329",2
"50331",7
"50346",1
"50363",1
"50399",8
"50408",1
"50411",1
"50415",5
"50421",8
"50439",3
"50478",6
"50479",2
"50498",6
"50526",3
"50528",2
"50575",8
"50578",5
"50585",7
"50611",4
"50612",4
"50619",3
"50677",4
"50698",0
"50704",0
"50743",2
"50751",5
"50761",5
"50765",7
"50775",2
"50781",4
"50797",2
"50800",7
"50805",6
"50865",5
"50889",6
"50894",2
"50922",7
"50930",2
"50963",0
"50982",5
"50988",8
"51000",5
"51005",1
"51013",7
"51017",8
"51085",6
"51103",6
"51141",0
"51145",6
"51184",3
"51205",0
"51254",0
"51265",8
"51270",3
"51295",1
"51304",8
"51326",1
"51362",7
"51365",5
"51389",2
"51392",4
"51415",7
"51450",7
"51451",3
"51483",8
"51507",0
"51533",8
"51545",4
"51550",1
"51551",2
"51553",4
"51554",6
"51556",1
"51583",5
"51584",7
"51592",0
"51615",4
"51620",6
"51632",1
"51634",0
"51636",7
"51643",5
"51660",3
"51666",4
"51673",1
"51696",1
"51703",4
"51704",5
"51710",0
"51714",5
"51745",5
"51753",4
"51757",6
"51809",4
"51814",5
"51822",7
"51829",4
"51835",8
"51853",0
"51865",0
"51908",0
"51910",4
"51921",4
"51926",2
"51941",8
"51973",3
"51981",4
"51994",7
"52000",3
"52007",0
"52090",7
"52095",4
"52096",0
"52101",8
"52142",0
"52157",4
"52172",1
"52201",5
"52204",4
"52213",3
"52218",2
"52220",3
"52226",2
"52243",5
"52263",1
"52264",5
"52267",0
"52279",8
"52319",3
"52330",6
"52370",5
"52372",0
"52388",6
"52393",0
"52400",7
"52402",3
"52416",3
"52421",2
"52426",4
"52434",8
"52448",3
"52453",0
"52474",8
"52481",0
"52514",7
"52517",4
"52535",8
"52548",6
"52562",5
"52576",0
"52581",8
"52590",7
"52607",8
"52619",7
"52639",2
"52653",5
"52681",4
"52700",4
"52707",2
"52709",0
"52726",2
"52730",8
"52751",8
"52762",2
"52776",2
"52794",5
"52808",0
"52815",3
"52829",1
"52832",6
"52836",2
"52845",6
"52851",8
"52883",5
"52908",7
"52915",8
"52920",7
"52921",1
"52940",1
"52941",6
"52979",0
"52989",2
"53004",8
"53040",5
"53046",2
"53066",4
"53085",0
"53093",1
"53112",0
"53137",5
"53150",5
"53166",8
"53185",7
"53223",5
"53229",8
"53254",8
"53264",8
"53269",7
"53275",0
"53277",6
"53295",5
"53368",2
"53379",5
"53384",3
"53399",0
"53420",4
"53425",5
"53430",6
"53483",2
"53511",0
"53514",6
"53532",8
"53546",8
"53558",2
"53600",0
"53664",0
"53668",4
"53713",4
"53728",2
"53738",6
"53747",0
"53749",4
"53754",8
"53757",5
"53812",2
"53817",1
"53821",5
"53844",0
"53846",6
"53852",3
"53869",8
"53877",0
"53880",0
"53906",4
"53924",1
"53934",3
"53943",1
"53948",5
"53962",5
"53968",1
"53974",6
"53994",8
"54004",5
"54033",7
"54064",7
"54068",8
"54096",5
"54105",0
"54113",7
"54129",0
"54156",4
"54159",2
"54163",8
"54198",6
"54199",1
"54206",8
"54210",5
"54217",4
"54227",7
"54235",1
"54239",4
"54271",0
"54285",1
"54342",3
"54343",0
"54356",6
"54369",2
"54382",7
"54385",7
"54403",4
"54406",0
"54431",7
"54450",2
"54456",8
"54461",5
"54462",5
"54477",2
"54492",5
"54512",5
"54525",1
"54534",2
"54544",3
"54588",7
"54591",2
"54630",2
"54652",8
"54656",0
"54672",7
"54709",5
"54724",0
"54730",6
"54735",8
"54742",3
"54748",5
"54766",6
"54774",1
"54811",7
"54853",1
"54856",5
"54870",8
"54872",1
"54899",1
"54917",1
"54954",4
"54960",6
"54982",5
"54996",3
"55025",1
"55072",1
"55118",3
"55139",1
"55145",8
"55239",4
"55250",4
"55265",4
"55273",8
"55290",7
"55293",6
"55309",0
"55332",3
"55335",7
"55348",8
"55412",6
"55463",2
"55506",5
"55511",1
"55512",0
"55559",5
"55567",1
"55576",2
"55580",7
"55590",7
"55596",8
"55599",4
"55606",3
"55633",1
"55671",2
"55693",4
"55695",3
"55749",8
"55756",6
"55805",7
"55811",4
"55825",5
"55830",5
"55860",0
"55879",8
"55910",3
"55911",2
"55912",0
"56026",5
"56043",8
"56048",4
"56081",5
"56096",6
"56099",6
"56113",8
"56132",5
"56144",6
"56148",4
"56158",3
"56173",2
"56232",8
"56249",0
"56279",3
"56361",8
"56399",4
"56419",7
"56426",5
"56427",2
"56428",8
"56479",0
"56509",1
"56532",6
"56538",0
"56541",7
"56549",8
"56586",4
"56612",1
"56613",2
"56641",0
"56647",7
"56674",7
"56721",0
"56738",4
"56745",8
"56786",6
"56817",3
"56825",5
"56832",2
"56839",8
"56874",7
"56907",5
"56939",2
"56996",3
"56997",8
"56999",6
"57017",2
"57026",6
"57040",7
"57051",2
"57068",0
"57077",3
"57084",4
"57109",1
"57167",5
"57172",6
"57181",6
"57196",6
"57222",8
"57227",1
"57290",0
"57322",5
"57326",1
"57328",3
"57343",8
"57348",2
"57368",7
"57369",2
"57372",5
"57380",7
"57389",0
"57408",4
"57409",4
"57449",4
"57451",7
"57456",5
"57464",0
"57469",8
"57529",4
"57545",0
"57546",2
"57559",4
"57576",5
"57604",6
"57605",5
"57611",0
"57642",7
"57646",3
"57650",0
"57667",8
"57696",2
"57731",8
"57744",8
"57748",2
"57758",8
"57790",4
"57797",6
"57798",8
"57814",3
"57815",7
"57819",5
"57864",5
"57867",5
"57870",7
"57884",5
"57890",7
"57899",8
"57932",0
"57939",3
"57952",2
"57966",4
"57972",8
"57987",5
"58003",4
"58040",7
"58062",2
"58098",7
"58116",3
"58124",6
"58166",1
"58207",6
"58234",4
"58270",0
"58289",3
"58294",2
"58297",5
"58328",0
"58337",1
"58348",0
"58358",7
"58361",8
"58402",4
"58410",0
"58430",1
"58446",0
"58502",4
"58527",2
"58538",6
"58569",3
"58571",2
"58573",5
"58584",6
"58669",1
"58715",6
"58736",7
"58742",1
"58761",7
"58786",5
"58787",3
"58824",6
"58861",8
"58870",6
"58872",0
"58880",1
"58883",1
"58898",7
"58900",4
"58903",6
"58904",7
"58912",6
"58935",2
"58975",5
"58981",8
"58991",1
"59005",1
"59033",1
"59093",5
"59100",0
"59108",4
"59126",4
"59138",4
"59141",1
"59171",5
"59216",1
"59268",1
"59307",8
"59310",6
"59389",4
"59396",2
"59409",0
"59464",8
"59487",6
"59498",0
"59501",1
"59503",4
"59523",0
"59543",8
"59547",2
"59548",2
"59603",1
"59621",4
"59634",5
"59656",2
"59663",8
"59673",5
"59693",3
"59706",5
"59731",5
"59737",2
"59763",4
"59800",2
"59802",5
"59818",8
"59822",1
"59830",6
"59839",4
"59877",7
"59882",5
"59892",0
"59894",0
"59935",5
"59943",7
"59946",5
"59975",6
"59992",2
"60000",7
"60035",0
"60054",1
"60057",3
"60059",4
"60079",6
"60080",4
"60109",6
"60132",6
"60135",1
"60144",6
"60150",0
"60162",8
"60170",1
"60203",1
"60206",2
"60217",5
"60242",7
"60274",1
"60285",3
"60290",4
"60345",4
"60353",5
"60361",1
"60375",5
"60379",1
"60406",2
"60412",8
"60417",7
"60432",1
"60434",0
"60437",0
"60442",5
"60464",7
"60481",1
"60495",5
"60508",2
"60519",2
"60520",4
"60528",3
"60541",1
"60546",5
"60566",8
"60640",0
"60667",5
"60670",0
"60678",7
"60763",5
"60767",1
"60776",4
"60789",1
"60793",3
"60794",7
"60803",5
"60807",5
"60809",8
"60811",6
"60824",1
"60874",8
"60882",2
"60914",3
"60928",6
"60933",7
"60944",7
"60955",6
"60960",5
"60962",4
"60988",8
"60994",8
"60995",3
"61012",6
"61025",2
"61026",3
"61032",0
"61067",6
"61100",7
"61131",0
"61136",5
"61161",5
"61178",1
"61240",3
"61253",8
"61292",8
"61349",7
"61372",0
"61380",1
"61383",1
"61390",8
"61395",7
"61399",8
"61402",2
"61429",4
"61430",1
"61432",1
"61453",4
"61488",6
"61490",5
"61521",2
"61547",2
"61549",2
"61550",8
"61557",4
"61574",0
"61583",1
"61587",3
"61594",5
"61602",5
"61613",2
"61644",7
"61646",5
"61668",0
"61684",5
"61752",6
"61827",8
"61864",2
"61868",3
"61893",5
"61919",4
"61930",4
"61942",6
"61950",1
"61962",7
"61983",7
"62012",3
"62019",1
"62047",7
"62065",8
"62121",8
"62124",5
"62139",2
"62141",6
"62150",3
"62151",1
"62173",5
"62176",3
"62184",5
"62193",3
"62207",8
"62220",8
"62233",4
"62262",7
"62263",6
"62265",1
"62268",0
"62280",1
"62286",4
"62338",3
"62345",5
"62353",1
"62354",3
"62367",8
"62386",0
"62390",3
"62420",0
"62431",6
"62436",8
"62440",7
"62471",8
"62490",5
"62532",0
"62534",1
"62585",2
"62589",8
"62593",5
"62599",5
"62651",2
"62737",3
"62741",5
"62743",0
"62802",1
"62811",1
"62847",8
"62870",1
"62880",6
"62903",1
"62922",1
"62933",7
"62967",1
"62984",1
"62999",0
"63016",1
"63017",7
"63024",3
"63043",7
"63044",6
"63071",1
"63115",3
"63141",1
"63145",2
"63155",3
"63160",8
"63176",2
"63200",1
"63203",4
"63212",8
"63230",4
"63242",4
"63253",7
"63258",3
"63271",7
"63283",3
"63308",8
"63324",8
"63350",4
"63374",8
"63379",0
"63388",2
"63397",1
"63398",4
"63432",4
"63437",4
"63474",4
"63494",0
"63502",1
"63556",1
"63560",2
"63583",0
"63601",2
"63610",4
"63664",6
"63682",0
"63684",2
"63703",2
"63706",7
"63719",4
"63733",7
"63748",0
"63765",3
"63770",6
"63777",0
"63786",6
"63794",2
"63817",7
"63861",5
"63866",0
"63871",6
"63893",0
"63897",5
"63918",1
"63921",4
"63998",7
"64024",4
"64041",2
"64045",7
"64050",6
"64112",5
"64139",7
"64144",4
"64145",5
"64150",1
"64195",1
"64196",4
"64213",6
"64240",5
"64248",1
"64294",4
"64301",2
"64315",3
"64399",7
"64415",6
"64418",8
"64434",8
"64438",3
"64457",1
"64466",4
"64484",8
"64486",1
"64505",3
"64526",8
"64608",2
"64631",1
"64697",7
"64700",4
"64712",8
"64727",6
"64765",5
"64775",1
"64816",2
"64829",0
"64830",4
"64832",4
"64844",8
"64886",5
"64928",1
"64937",3
"64942",6
"64945",1
"64953",3
"64955",3
"64975",7
"65000",5
"65014",0
"65015",5
"65031",7
"65036",2
"65068",1
"65071",7
"65077",4
"65080",1
"65106",3
"65125",6
"65174",2
"65195",7
"65225",5
"65252",4
"65268",4
"65312",1
"65322",7
"65347",3
"65432",0
"65433",3
"65444",7
"65501",7
"65519",0
"65529",6
"65554",0
"65579",1
"65599",5
"65672",7
"65676",3
"65692",8
"65742",7
"65744",4
"65767",8
"65774",4
"65783",0
"65818",1
"65820",8
"65832",4
"65865",0
"65869",8
"65884",1
"65886",8
"65887",8
"65912",0
"65937",8
"65944",7
"65954",5
"65969",4
"66007",4
"66031",4
"66037",1
"66038",4
"66059",6
"66080",0
"66096",1
"66116",4
"66128",5
"66144",2
"66182",3
"66187",5
"66188",0
"66213",7
"66253",0
"66308",2
"66333",6
"66346",7
"66350",2
"66366",3
"66375",3
"66378",5
"66421",5
"66438",4
"66452",6
"66458",8
"66512",0
"66542",8
"66551",1
"66567",0
"66590",6
"66631",3
"66639",7
"66657",2
"66713",3
"66747",4
"66765",4
"66768",7
"66785",0
"66806",4
"66823",8
"66832",8
"66844",0
"66850",2
"66854",3
"66857",2
"66915",8
"66926",0
"66945",1
"66946",3
"66953",6
"66977",8
"66978",2
"66982",2
"67013",4
"67016",1
"67041",1
"67051",8
"67062",8
"67081",4
"67084",8
"67100",2
"67117",5
"67126",0
"67136",7
"67149",3
"67188",6
"67205",5
"67223",2
"67229",0
"67244",5
"67246",3
"67247",7
"67250",4
"67255",2
"67259",8
"67291",5
"67292",5
"67323",0
"67336",0
"67344",8
"67355",8
"67364",0
"67394",5
"67396",3
"67400",5
"67430",6
"67439",3
"67453",5
"67493",3
"67548",4
"67554",3
"67568",4
"67640",7
"67641",1
"67655",8
"67675",3
"67683",6
"67690",8
"67697",3
"67710",6
"67713",4
"67714",8
"67716",6
"67726",1
"67752",4
"67753",1
"67782",7
"67796",1
"67810",0
"67823",8
"67835",1
"67837",7
"67844",1
"67857",5
"67873",8
"67895",2
"67925",8
"67967",5
"67980",7
"68030",0
"68043",3
"68048",6
"68072",3
"68087",4
"68100",8
"68119",0
"68142",5
"68168",3
"68187",6
"68228",8
"68261",4
"68296",4
"68298",3
"68305",1
"68321",1
"68322",4
"68324",8
"68328",7
"68331",2
"68342",8
"68353",2
"68355",6
"68386",0
"68424",7
"68470",4
"68485",3
"68486",6
"68491",7
"68504",7
"68519",3
"68528",8
"68529",4
"68536",1
"68545",3
"68582",8
"68598",8
"68600",6
"68615",3
"68630",4
"68638",7
"68666",6
"68677",7
"68692",1
"68695",7
"68709",2
"68722",5
"68738",8
"68743",2
"68749",8
"68761",5
"68778",2
"68783",4
"68785",5
"68792",5
"68828",5
"68833",5
"68836",4
"68855",3
"68887",1
"69046",5
"69047",5
"69067",1
"69077",1
"69129",2
"69143",6
"69178",3
"69187",7
"69189",1
"69201",1
"69239",7
"69247",8
"69252",0
"69278",2
"69299",0
"69307",4
"69317",2
"69318",6
"69322",8
"69338",8
"69340",2
"69358",8
"69360",1
"69363",4
"69369",1
"69395",5
"69404",2
"69412",2
"69413",2
"69417",5
"69420",4
"69423",5
"69444",5
"69484",6
"69501",7
"69515",3
"69545",5
"69565",3
"69570",3
"69634",3
"69653",3
"69689",8
"69728",3
"69736",7
"69743",7
"69758",8
"69830",8
"69842",5
"69853",6
"69864",0
"69872",6
"69878",5
"69919",5
"69947",1
"69961",3
"69969",1
"69971",7
"69973",4
"70005",7
"70010",4
"70018",7
"70021",5
"70057",8
"70062",3
"70073",4
"70095",2
"70105",6
"70122",3
"70124",4
"70125",2
"70162",7
"70209",2
"70242",4
"70259",8
"70264",7
"70292",5
"70297",6
"70300",2
"70346",1
"70347",6
"70353",2
"70361",1
"70363",2
"70373",5
"70388",7
"70439",7
"70478",1
"70485",4
"70502",1
"70511",0
"70516",6
"70544",7
"70563",3
"70581",8
"70584",0
"70637",3
"70657",0
"70670",3
"70682",6
"70691",2
"70711",1
"70740",1
"70745",2
"70779",3
"70782",0
"70785",0
"70800",1
"70823",8
"70831",7
"70844",5
"70861",4
"70868",2
"70912",7
"70966",3
"70976",6
"70990",2
"70995",0
"71002",4
"71022",3
"71023",2
"71028",2
"71036",1
"71047",6
"71061",7
"71075",1
"71093",6
"71094",1
"71102",1
"71113",6
"71125",4
"71169",3
"71172",0
"71177",6
"71183",8
"71191",2
"71194",8
"71206",5
"71211",0
"71215",3
"71255",8
"71267",3
"71306",0
"71310",0
"71351",4
"71359",8
"71366",8
"71454",8
"71469",4
"71497",1
"71507",0
"71516",1
"71518",3
"71575",0
"71584",1
"71617",0
"71619",5
"71637",0
"71654",8
"71656",5
"71662",7
"71680",5
"71684",8
"71698",1
"71703",5
"71709",7
"71743",7
"71756",6
"71760",0
"71769",8
"71793",2
"71795",5
"71796",1
"71848",3
"71858",4
"71873",1
"71918",4
"71929",7
"71932",0
"71944",3
"71963",7
"71969",8
"71987",0
"72021",0
"72035",8
"72044",5
"72057",3
"72078",7
"72082",5
"72101",1
"72118",0
"72176",0
"72190",1
"72191",2
"72196",7
"72201",0
"72224",6
"72229",5
"72236",4
"72240",4
"72256",6
"72258",8
"72260",1
"72281",3
"72283",4
"72284",3
"72352",5
"72401",8
"72435",2
"72455",2
"72478",3
"72494",8
"72508",0
"72524",3
"72539",0
"72543",6
"72576",3
"72594",1
"72623",1
"72643",3
"72644",1
"72653",3
"72673",3
"72692",5
"72714",3
"72765",0
"72769",7
"72775",0
"72787",0
"72830",1
"72835",5
"72837",2
"72885",7
"72921",3
"72930",7
"72989",1
"72998",4
"73033",4
"73038",0
"73059",7
"73065",4
"73093",2
"73101",6
"73106",7
"73115",3
"73151",7
"73186",3
"73191",5
"73199",2
"73208",2
"73212",7
"73255",0
"73257",1
"73286",2
"73309",8
"73340",4
"73357",1
"73389",3
"73390",3
"73436",8
"73453",2
"73461",3
"73465",1
"73468",3
"73474",8
"73476",7
"73479",1
"73487",6
"73492",0
"73503",1
"73548",6
"73567",0
"73582",7
"73586",5
"73590",1
"73607",3
"73624",3
"73688",3
"73734",3
"73754",8
"73767",0
"73790",3
"73834",5
"73862",5
"73864",4
"73866",7
"73883",6
"73889",4
"73904",0
"73910",6
"73918",0
"73952",7
"73976",5
"73980",0
"73987",2
"74028",3
"74057",2
"74066",4
"74114",6
"74115",1
"74118",8
"74154",5
"74194",2
"74223",4
"74235",7
"74260",7
"74264",5
"74284",6
"74334",7
"74353",5
"74357",3
"74413",2
"74463",7
"74481",1
"74531",2
"74555",7
"74583",1
"74591",5
"74652",4
"74671",6
"74677",0
"74678",2
"74689",7
"74697",0
"74700",6
"74712",1
"74719",0
"74730",8
"74750",7
"74753",1
"74767",7
"74774",7
"74778",3
"74780",6
"74791",0
"74817",1
"74849",5
"74857",1
"74860",1
"74866",1
"74882",3
"74913",3
"75013",7
"75054",8
"75056",8
"75112",8
"75118",3
"75123",7
"75137",7
"75139",5
"75178",6
"75194",5
"75201",8
"75205",5
"75225",8
"75239",5
"75266",2
"75276",4
"75280",0
"75283",0
"75292",8
"75297",4
"75300",4
"75336",7
"75347",1
"75363",5
"75399",8
"75405",7
"75417",8
"75418",5
"75492",2
"75496",7
"75535",3
"75542",7
"75543",7
"75546",1
"75568",8
"75580",1
"75602",4
"75646",0
"75649",2
"75651",6
"75669",2
"75712",2
"75773",5
"75778",6
"75779",4
"75788",2
"75793",1
"75802",1
"75812",5
"75836",6
"75846",7
"75850",2
"75889",1
"75897",4
"75931",1
"75936",7
"75937",5
"75947",6
"75949",7
"75959",8
"75967",7
"75991",2
"76024",3
"76079",2
"76082",6
"76086",2
"76103",0
"76121",1
"76125",8
"76131",6
"76132",1
"76146",8
"76159",6
"76162",3
"76200",8
"76202",4
"76203",4
"76215",1
"76231",4
"76244",8
"76275",1
"76335",0
"76342",4
"76352",2
"76357",6
"76372",1
"76384",3
"76392",1
"76395",8
"76416",3
"76425",0
"76449",0
"76475",6
"76506",8
"76548",7
"76552",4
"76553",1
"76622",2
"76646",5
"76723",7
"76734",1
"76740",6
"76789",7
"76849",6
"76864",7
"76880",0
"76937",6
"76961",0
"76975",2
"76979",3
"76983",3
"76987",2
"77007",8
"77043",8
"77051",3
"77088",0
"77095",1
"77110",2
"77135",4
"77185",0
"77210",0
"77235",1
"77256",2
"77257",2
"77274",7
"77329",1
"77344",3
"77346",1
"77369",2
"77376",2
"77385",5
"77394",4
"77416",0
"77418",3
"77428",8
"77431",2
"77435",7
"77469",1
"77472",3
"77484",6
"77513",5
"77532",6
"77555",3
"77569",0
"77583",2
"77631",6
"77642",7
"77643",4
"77658",5
"77664",1
"77669",6
"77674",1
"77721",3
"77726",7
"77770",8
"77779",5
"77791",6
"77801",5
"77804",6
"77817",6
"77842",8
"77848",0
"77858",7
"77861",4
"77867",4
"77887",4
"77899",0
"77903",7
"77938",4
"77940",6
"77945",0
"77948",2
"77951",5
"77966",6
"78026",5
"78038",1
"78047",5
"78068",2
"78073",2
"78074",8
"78100",5
"78116",4
"78162",8
"78165",1
"78170",0
"78196",3
"78251",1
"78256",1
"78258",5
"78279",2
"78285",5
"78298",1
"78324",6
"78331",3
"78342",0
"78344",7
"78351",2
"78355",1
"78360",5
"78382",5
"78427",2
"78439",4
"78467",6
"78469",1
"78470",2
"78517",1
"78524",8
"78525",2
"78547",6
"78560",5
"78562",2
"78570",4
"78596",2
"78634",1
"78676",2
"78711",1
"78714",1
"78717",4
"78774",7
"78887",1
"78902",2
"79011",4
"79012",0
"79039",4
"79040",6
"79046",3
"79051",7
"79058",8
"79117",8
"79126",6
"79133",6
"79161",4
"79166",8
"79171",0
"79182",8
"79186",3
"79192",6
"79236",2
"79247",0
"79260",5
"79325",8
"79346",5
"79356",7
"79359",5
"79373",7
"79374",0
"79384",0
"79387",1
"79389",5
"79424",1
"79433",4
"79456",3
"79460",4
"79470",6
"79472",1
"79475",4
"79488",5
"79510",8
"79512",6
"79514",2
"79517",7
"79540",0
"79542",3
"79557",3
"79579",5
"79606",5
"79628",5
"79629",0
"79654",8
"79667",4
"79684",7
"79705",5
"79719",8
"79735",1
"79751",1
"79765",7
"79778",6
"79795",0
"79815",5
"79854",7
"79863",1
"79870",1
"79891",3
"79905",7
"79921",4
"79927",4
"79932",8
"79933",5
"79944",2
"79952",0
"79993",4
"80032",3
"80034",1
"80039",0
"80047",1
"80058",1
"80084",3
"80094",5
"80111",4
"80116",6
"80166",5
"80170",4
"80173",3
"80194",3
"80206",5
"80230",6
"80232",4
"80299",6
"80301",4
"80306",2
"80319",3
"80341",3
"80360",1
"80377",4
"80378",2
"80382",2
"80403",5
"80414",2
"80440",1
"80468",7
"80479",3
"80489",6
"80509",0
"80519",5
"80523",3
"80535",6
"80536",0
"80547",4
"80560",5
"80578",5
"80586",1
"80601",5
"80610",8
"80617",7
"80624",3
"80645",5
"80646",6
"80659",1
"80666",5
"80671",6
"80675",0
"80703",3
"80709",7
"80711",4
"80725",3
"80731",6
"80766",4
"80769",0
"80783",7
"80809",5
"80838",3
"80841",1
"80863",1
"80866",2
"80902",5
"80927",6
"80930",2
"80936",1
"80947",8
"80950",1
"80960",3
"80963",8
"81003",3
"81011",8
"81031",4
"81065",7
"81067",0
"81073",5
"81085",3
"81099",8
"81100",8
"81110",0
"81125",5
"81133",4
"81174",5
"81229",5
"81247",7
"81354",4
"81367",3
"81370",6
"81373",1
"81375",2
"81384",3
"81393",1
"81396",3
"81414",3
"81426",6
"81474",8
"81503",6
"81548",7
"81553",7
"81561",7
"81581",7
"81594",1
"81640",3
"81648",0
"81656",0
"81661",5
"81699",3
"81725",7
"81728",3
"81829",6
"81883",5
"81926",7
"81968",8
"81986",2
"81999",4
"82009",2
"82018",1
"82020",6
"82033",0
"82035",3
